rowNumber,date,time_of_day,headspace_package,day_within_headspace_package,clarity_pre_meditation,calm_pre_meditation,tiredness_pre_meditation,hours_awake_today,hours_slept_last_night,hours_since_meal,meditation_minutes_earlier_today,mood_bad_proportion_since_last_entry,mood_low_proportion_since_last_entry,mood_mildlypleasant_proportion_since_last_entry,mood_verygood_proportion_since_last_entry,stroop_congruent_pre_meditation,stroop_incongruent_pre_meditation,stroop_mistake_pre_meditation,meditation_randomised_walking,meditation_randomised_sitting,meditation_randomised_standing,stroop_congruent_post_meditation,stroop_incongruent_post_meditation,stroop_mistake_post_meditation,clarity_post_meditation,calm_post_meditation,tiredness_post_meditation,self_regulation_failure_severity,hrs_since_coffee,out_of_home,hangover,re_anchor,data_point_quality_compromised
766,10.8.2016,14:20,29,14,5,4.75,5.5,4.3,7.75,3.5,NA,0,0.5,0.5,0,10.842,10.3005,none,0,1,0,11.12,9.703500000000002,none,4.75,4.5,5.5,0,64.3,0,0,1,0
767,11.8.2016,15:13,29,15,6,4.5,5.75,5.2,NA,3.25,0,0.05,0.6,0.35,0,15.822,8.2875,at least one,1,0,0,11.216,9.4875,none,5.5,4.75,6,0,88.2,0,0,1,0
768,12.8.2016,21:28,29,16,5,4.75,6.25,11.5,6.9,9.5,0,0.05,0.8,0.15,0,7.408,8.488499999999998,none,0,1,0,7.944,8.4285,none,4.75,4.5,6,0,119.5,1,0,1,0
769,13.8.2016,13:12,29,17,5,5.25,6.25,4.4,6.5,3.7,0,0,0.2,0.7,0.1,8.992,7.780500000000001,none,1,0,0,7.872,9.3135,none,5.75,5.5,5.75,4,135.2,1,0,1,1
770,14.8.2016,12:14,29,18,4.5,4.75,7,2.25,7.75,12.25,0,0,0.3,0.7,0,11.228,9.726,none,0,1,0,9.182,10.2795,almost,5.25,5,6.25,1,158.2,0,0,1,0
771,15.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,16.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,17.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,18.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,19.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,20.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,21.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,22.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,23.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,24.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,25.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,26.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,27.8.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,29.8.2016,00:59,30,1,4,5,7.5,11.5,NA,NA,10,NA,NA,NA,NA,12.194,9.791999999999998,none,1,0,0,10.668,10.294500000000001,none,5.5,4.75,6.25,4,NA,0,0,1,1
785,30.8.2016,02:34,30,2,4.25,4.75,6.75,13.75,8.5,1.5,0,0.1,0.2,0.7,0,11.724,8.916,almost,1,0,0,8.348,10.4565,none,4.5,4.5,7.25,0,5,0,0,1,0
786,30.8.2016,17:08,30,3,5.25,4.25,5,4,9.5,3,0,0.4,0.6,0,0,13.406,9.5865,almost,0,0,1,8.616,9.1005,none,5,4.25,6.25,0,3,0,0,1,0
787,31.8.2016,23:46,30,4,4.25,4.75,7.75,13,8.75,23.75,30,0.05,0.45,0.5,0,7.432,7.8795,none,1,0,0,9.71,9.129000000000001,none,5.5,5.25,7,1,4.7,1,0,1,0
788,1.9.2016,12:36,30,5,5.25,5,6.75,1.3,8,36.6,0,0,0.25,0.75,0,10.056,8.7135,none,1,0,0,8.712,10.1565,none,5.75,4.75,5.75,0,16.6,0,0,1,1
789,2.9.2016,22:30,30,6,5.5,5.5,6,12.1,6.9,4.25,0,0,0.1,0.9,0,7.54,8.2815,none,0,0,1,7.83,8.318999999999999,none,5.5,4.5,6.25,4,3.9,1,0,1,0
790,3.9.2016,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,4.9.2016,15:24,30,7,5.25,4.5,6,2.75,8.9,2.3,0,NA,NA,NA,NA,8.264,8.5815,none,0,1,0,10.216,9.315000000000001,almost,5,4.5,6,2,1.25,0,0,1,0
792,5.9.2016,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,6.9.2016,17:24,30,8,5,4.75,5.25,4.9,8.75,NA,0,NA,NA,NA,NA,9.702,9.156,none,0,0,1,9.126,8.3925,none,4.75,4.25,6,0,NA,0,0,1,1
794,7.9.2016,23:59,30,9,4.75,4.75,5.5,13.4,7.25,2,0,0.05,0.95,0,0,NA,NA,NA,0,0,1,NA,NA,NA,4.75,4.25,6,0,5,0,0,1,0
795,8.9.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,9.9.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,10.9.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,11.9.2016,19:37,30,10,5,4.75,6,7.6,8.5,5,0,NA,NA,NA,NA,11.004,9.694500000000001,none,0,1,0,10.986,11.1345,none,5.25,4.75,6.25,1,4,0,0,1,0
799,12.9.2016,21:53,30,11,6,4.75,6,11.1,6.8,19,0,0,0,0.9,0.1,10.712,9.363,none,0,1,0,8.93,9.213000000000001,none,6,5,6,0,1,0,0,1,0
800,13.9.2016,13:50,30,12,5.25,4.75,5.75,3.8,6.1,2,0,0,0,1,0,11.474,12.019499999999999,none,0,1,0,7.974,12.572999999999999,none,5,4.75,6.25,4,1.5,0,0,1,1
801,14.9.2016,14:11,30,12,4.5,4.75,6.25,1.2,8.75,12.7,0,0,0.65,0.35,0,10.294,8.2995,none,0,1,0,8.444,11.269499999999999,almost,5,4.75,5.5,3,17,0,0,1,0
802,15.9.2016,14:16,30,13,4.75,4.75,6.75,4,6.5,13.75,30,0,0.8,0.2,0,11.914,9.354,at least one,1,0,0,8.656,11.553,none,5,5,6,0,18,0,0,1,1
803,16.9.2016,22:10,30,14,5.5,5.25,5.5,14.75,5.8,1.75,0,0,0.2,0.75,0.05,8.1,9.4785,none,0,1,0,10,8.052000000000001,none,5.5,5,6,1,1.75,0,0,1,1
804,18.9.2016,00:07,30,15,5,4.75,6.25,11.75,8.3,NA,0,0,0.1,0.85,0.05,8.346,9.6345,almost,0,1,0,9.754,9.57,none,5.25,4.75,6,0,1.25,0,0,1,0
805,18.9.2016,21:45,30,15,4.25,5,6.5,10.75,8,0.75,25,0,0.05,0.95,0,9.63,9.694500000000001,none,1,0,0,7.912,9.9405,none,4.5,4.75,6.5,4,3,0,0,1,1
806,20.9.2016,00:10,30,16,4.75,4.75,6.25,13.9,8.75,2,0,0,0.5,0.5,0,7.966,9.703500000000002,none,0,0,1,10.684,11.2785,none,5,5,6.75,0,2,0,0,1,0
807,21.9.2016,00:05,30,17,4.5,4.75,6.5,11.9,8.6,1,0,0,0.1,0.7,0.2,10.29,8.557500000000001,none,0,1,0,8.368,8.743500000000001,none,4.75,5,6,2,3,0,0,1,0
808,21.9.2016,16:07,30,18,5.25,4.75,6.5,4.9,7,2.5,45,0,0.5,0.5,0,10.098,9.493500000000001,none,1,0,0,8.544,10.452,almost,5.25,4.75,6.25,4,2.5,0,0,1,0
809,22.9.2016,23:29,30,19,4.5,4.5,6.25,12.1,7.9,0.5,0,0,0.2,0.8,0,8.572,10.68,none,0,0,1,9.122,10.701,at least one,4.75,5,6.25,0,2,0,0,1,0
810,24.9.2016,02:13,30,20,5.25,5.25,6.5,15.75,8.1,2.5,45,0.05,0.3,0.7,0,14.516,10.533,at least one,0,1,0,10.822,11.3325,none,5.25,5,7.25,2,4,0,0,1,1
811,24.9.2016,19:30,30,21,4.5,4.75,6.25,6.75,8.7,2.5,0,0,0.3,0.7,0,7.918,9.6105,none,1,0,0,9.96,7.968000000000001,none,4.75,5.25,6.75,0,0.75,1,0,1,0
812,26.9.2016,00:36,30,22,4.5,5,8,13.25,5,1,0,0,0.1,0.7,0.2,8.694,8.6985,none,0,1,0,14.46,9.4185,none,5,5,7,4,12,0,1,1,0
813,26.9.2016,19:40,30,23,5.25,4.75,6,8.7,7.8,2,0,0,0.7,0.3,0,11.338,8.7345,at least one,0,0,1,9.412,8.7855,none,5.5,5,5.75,0,2,1,0,1,0
814,27.9.2016,23:33,30,24,4.75,4.5,6,12.1,8.6,22.5,45,0.05,0.75,0.2,0,8.906,10.750499999999999,almost,0,0,1,9.716,9.019499999999999,none,4.75,4.75,6.5,1,5,0,0,1,0
815,28.9.2016,10:51,30,25,5,4.75,6.25,1.9,7.5,34,0,NA,NA,NA,NA,11.82,9.6735,none,0,1,0,9.632,9.6015,none,5.25,5,5.75,0,15.6,0,0,1,0
816,29.9.2016,18:49,30,26,4.5,4.5,7,9.8,5.7,1,0,0.3,0.6,0.1,0,11.092,8.559000000000001,at least one,0,1,0,7.828,9.5055,none,4.5,4.5,6.5,0,1,1,0,1,0
817,30.9.2016,11:07,30,27,5.25,5.25,6.25,2.1,7.6,10.5,0,0.05,0.8,0.15,0,11.016,9.999,almost,0,1,0,9.512,9.769499999999999,at least one,5,4.5,6.25,0,1,0,0,1,1
818,1.10.2016,22:29,30,28,5.5,5.25,6.25,9.9,6.4,3.5,0,0.05,0.2,0.6,0.15,7.794,11.650500000000001,none,1,0,0,10.566,11.020500000000002,none,5.25,5.25,7,0,1.7,0,1,1,0
819,2.10.2016,23:45,30,29,5,5,6.5,13.75,7.25,1,25,0,0.25,0.75,0,9.764,10.4985,none,1,0,0,11.98,10.2795,none,5.25,4.75,6.75,1,3.4,0,0,1,0
820,3.10.2016,16:16,30,30,4.5,4.5,5.75,7.25,7,2.5,20,0.05,0.8,0.15,0,9.734,10.4055,none,0,1,0,9.294,10.512,none,4.75,4.5,6.25,0,1.5,0,0,1,0
821,4.10.2016,15:04,31,1,5.25,4.75,5.5,6.1,8,1.6,0,0.1,0.7,0.2,0,12.078,10.2645,almost,0,1,0,9.002,9.502500000000001,none,4.75,4.75,6.25,0,2.3,0,0,1,0
822,5.10.2016,18:18,31,2,4.5,4,6.5,9.25,8,1.25,30,0.1,0.7,0.2,0,7.67,7.9125,none,1,0,0,8.76,7.1834999999999996,none,4.75,4.5,7.25,0,2,1,0,1,0
823,6.10.2016,18:10,31,3,4.75,4.5,6,9.1,7.25,7.2,0,0.3,0.6,0.1,0,9.502,10.3125,none,0,1,0,9.372,8.7195,none,4.75,4.5,5.75,3,26,0,0,1,0
824,7.10.2016,11:52,31,4,5.5,5.5,5.5,3.3,7.9,13,0,0.15,0.75,0.1,0,8.312,9.3435,none,0,1,0,8.366,9.3915,none,5,5.25,6.25,0,43.7,0,0,1,0
825,8.10.2016,18:22,31,5,5,5.25,5.25,8.9,7.7,1.9,0,0.1,0.3,0.6,0,9.072,7.594499999999999,none,0,0,1,7.816,7.56,none,5.5,5.25,5.75,4,3.4,1,0,1,0
826,9.10.2016,20:37,31,6,4.5,4.5,5.75,13.1,4.8,NA,30,0,0.15,0.8,0.05,11.964,8.379000000000001,none,0,1,0,10.588,8.0835,none,4.75,4.5,6.5,1,NA,0,1,1,0
827,10.10.2016,20:26,31,7,5,5.25,5.75,12.4,7.8,1,0,0,0.1,0.9,0,11.08,9.025500000000001,none,0,1,0,9.936,10.203,none,5.5,4.75,5.75,0,5.7,0,0,1,1
828,11.10.2016,12:55,31,8,4.75,4.5,6.5,4.6,8.2,2.25,30,0,0.4,0.6,0,7.332,8.751,none,1,0,0,9.848,10.3095,none,5,4.75,5.5,0,1.3,0,0,1,0
829,12.10.2016,20:17,31,9,5.75,5.25,5.25,11,7.75,2.5,0,0,0.5,0.4,0.1,8.296,7.897499999999999,none,0,1,0,9.756,9.310500000000001,none,5,4.75,6.25,2,4,1,0,1,0
830,13.10.2016,11:48,31,10,5.75,4.5,5.75,2.75,7.75,11.75,0,0,0.6,0.4,0,9.95,10.0725,none,0,0,1,10.302,9.372,none,4.5,4.75,6,4,20,0,0,1,0
831,14.10.2016,10:45,31,11,5.5,4.75,5.75,2.75,8.25,34.75,0,0,0.2,0.8,0,12.742,9.225,none,0,1,0,11.134,11.3385,none,5.25,4.5,6.25,0,17,0,0,1,1
832,15.10.2016,22:23,31,11,4.75,4.5,5.75,13.4,7.4,3.5,0,0,0.3,0.7,0,7.422,8.3205,none,0,0,1,8.184,8.566500000000001,none,4.75,4.75,6.5,0,0.5,0,0,1,0
833,16.10.2016,14:25,31,12,5.25,4.5,6,4.4,5.5,3.5,0,0,0.4,0.6,0,8.076,9.1035,none,1,0,0,9.678,8.829,almost,5,4.5,6.25,4,1.25,0,1,1,1
834,17.10.2016,19:13,31,13,4.75,4.25,7,10.2,5.6,3,0,0.1,0.85,0.05,0,10.538,7.257000000000001,none,0,1,0,11.132,9.622499999999999,at least one,4.5,4.5,7,0,5.75,0,0,1,0
835,18.10.2016,16:35,31,14,5.5,5,6,7.25,9,2.5,20,0.1,0.6,0.3,0,8.66,9.8925,none,0,1,0,8.972,9.903,none,5.25,4.75,5.75,0,2.25,0,0,1,0
836,19.10.2016,17:24,31,15,4.75,4.75,6.25,8.1,8.25,4.4,0,0,0.25,0.75,0,8.108,8.376,none,1,0,0,9.084,9.5325,none,4.5,5.25,6.25,4,3.75,0,0,1,0
837,20.10.2016,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,21.10.2016,15:20,31,16,5.25,4.75,5.25,5.4,7,3.6,0,NA,NA,NA,NA,8.696,10.2885,almost,0,0,1,8.282,10.519499999999999,none,5.25,4.5,6.25,0,3,0,0,1,1
839,22.10.2016,21:42,31,17,4.75,4.25,6,12.3,7.25,0.5,30,0.4,0.5,0.1,0,8.378,10.4235,at least one,0,1,0,8.48,8.557500000000001,none,5.25,4.5,6.25,1,6.7,0,0,1,0
840,23.10.2016,16:26,31,18,5.25,5,5.75,4.9,9,1.5,0,0,0.3,0.7,0,11.548,10.078500000000002,almost,0,0,1,9.818,10.366499999999998,none,4.75,4.75,6,0,3.5,0,0,1,0
841,24.10.2016,20:13,31,19,5.25,4.75,6.25,13,3.3,3.9,0,0.05,0.05,0.7,0.2,6.848,9.327,none,0,1,0,9.39,12.554999999999998,almost,5.5,4.75,6.5,3,3.9,0,0,1,0
842,25.10.2016,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
843,26.10.2016,19:14,31,20,5,4.75,6.75,9,8.25,2.5,0,NA,NA,NA,NA,8.644,8.436,none,1,0,0,7.566,8.625,none,5.5,4.75,6.75,4,0.5,1,1,1,0
844,27.10.2016,13:59,31,21,4.75,4.75,6.25,5,8,4,0,0.2,0.6,0.2,0,9.224,10.0275,none,0,1,0,8.952,8.406,none,4.75,4.5,6.5,0,1.25,0,0,1,0
845,28.10.2016,22:21,31,22,5,4.5,6.25,13,7.5,0.75,0,0.3,0.6,0.1,0,9.584,8.794500000000001,at least one,0,0,1,10.048,8.2875,none,5,4.5,7,3,7.5,0,0,1,0
846,29.10.2016,21:33,31,23,5.25,4.75,7,11.25,8.75,3,45,0,0.4,0.6,0,9.874,8.994000000000002,none,0,1,0,8.81,9.882000000000001,none,5.75,4.75,6.25,1,2.25,0,0,1,0
847,30.10.2016,18:46,31,24,5.5,4.5,6.25,10,6.2,2.75,20,0.15,0.55,0.3,0,10.69,9.171,at least one,0,1,0,11.834,9.580499999999999,none,5.5,4.5,6,4,2.75,0,0,1,1
848,31.10.2016,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,1.11.2016,23:56,31,25,6,4.75,5.5,15.2,5.7,0.5,0,NA,NA,NA,NA,9.088,10.092,none,0,1,0,9.19,9.8505,none,5.25,4.5,7.25,1,32,0,0,1,0
850,2.11.2016,22:35,31,26,5,4.5,6.5,13.8,8,1.25,0,0.05,0.3,0.65,0,8.408,8.1015,none,0,1,0,8.306,10.003499999999999,at least one,5.5,4.75,6,1,78.6,0,0,1,1
851,3.11.2016,22:41,31,27,4.75,4.25,8,14.2,5.75,1,0,0,0.3,0.7,0,10.404,8.650500000000001,none,0,1,0,11.44,9.8475,none,4.75,4.5,7.75,0,102.7,0,0,1,0
852,4.11.2016,17:24,31,28,5,4.75,5.75,7.9,9.9,1.5,45,0,0.35,0.65,0,7.858,8.9655,at least one,0,0,1,9.562,9.251999999999999,none,5,4.75,6.25,0,121.4,0,0,1,0
853,6.11.2016,00:32,31,29,4.5,4.75,8,15.75,8.3,3.5,480,0,0.3,0.6,0.1,12.918,10.375499999999999,none,0,1,0,9.554,9.1875,none,4.5,4.75,7.5,0,152.5,0,0,1,0
854,6.11.2016,22:39,31,30,5.75,4.75,6,12.5,8.1,1.25,0,0,0.1,0.8,0.1,7.646,9.956999999999999,almost,1,0,0,8.928,6.8340000000000005,none,4.75,4.75,6.5,1,174.7,1,0,1,0
855,7.11.2016,21:26,32,1,5,4.75,6,11.8,8.2,1.25,0,0,0.4,0.6,0,10.62,9.66,none,0,1,0,10.502,9.126,none,5.25,4.75,5.5,0,197.5,0,0,1,0
856,8.11.2016,21:34,32,2,5.5,4.75,6.25,2.35,8.2,25.45,0,0,0.4,0.6,0,9.308,8.7405,at least one,0,1,0,11.178,8.863499999999998,at least one,4.75,4.75,6.75,4,221.55,1,0,1,1
857,9.11.2016,15:05,32,3,5.5,4.5,5.5,16.05,8.5,43.05,0,0,0.2,0.7,0.1,10.818,9.4155,none,0,1,0,12.276,10.2735,almost,4.75,5,6.25,0,239.05,0,0,1,0
858,10.11.2016,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
859,11.11.2016,15:13,32,4,5.75,5,5,7,6.5,19.25,0,NA,NA,NA,NA,10.852,10.1265,none,1,0,0,8.458,11.1735,none,5.25,4.75,5.75,0,1.25,0,0,1,0
860,12.11.2016,12:44,32,5,4.75,4.75,5.5,4.5,7.9,13.5,0,0,0.3,0.7,0,9.728,8.8905,none,0,1,0,8.246,9.988499999999998,none,4.5,4.5,6.25,4,22,0,0,1,0
861,13.11.2016,23:14,32,6,5.5,4.75,5.75,14.2,8.7,1,0,0,0.1,0.9,0,8.602,11.578500000000002,almost,0,1,0,10.15,9.9495,none,5.25,4.75,6.5,1,10,0,0,1,0
862,14.11.2016,17:28,32,7,4.75,4.75,7.25,6.9,8.75,4.5,0,0.05,0.75,0.2,0,7.916,9.0915,none,0,0,1,9.718,8.9295,none,5.25,5,6.5,0,1.75,0,0,1,0
863,15.11.2016,21:44,32,8,5.5,5,5.75,11.5,8.25,NA,0,0,0.4,0.6,0,6.53,7.9845,none,1,0,0,8.688,8.0265,none,4.75,4.75,6.25,0,3.75,1,0,1,0
864,17.11.2016,00:27,32,9,5.5,4.5,6.25,14.5,8.5,2,60,0,0.4,0.5,0.1,9.454,9.4875,none,0,1,0,11.448,11.427000000000001,almost,5,4.75,6.75,0,14,0,0,1,1
865,18.11.2016,00:12,32,10,5.5,5.25,5.75,14,8.8,2,0,0,0.1,0.8,0.2,10.008,9.947999999999999,at least one,0,1,0,10.776,11.4945,at least one,5,4.75,6.75,0,7,0,0,1,1
866,19.11.2016,01:16,32,11,4.75,4.75,7.5,15.5,8.25,2.5,20,0.05,0.25,0.6,0.1,9.58,9.7005,none,1,0,0,11.836,10.0515,none,4.75,5,7.75,2,8.5,0,0,1,0
867,20.11.2016,02:43,32,12,5.25,5,6.25,16.5,7.7,1.5,30,0,0.2,0.65,0.15,8.234,7.6395,none,0,1,0,11.21,7.5435,none,5,4.75,7.5,4,13,0,0,1,0
868,21.11.2016,01:03,32,13,4.75,4.5,6.25,14.5,7,1,0,0.05,0.1,0.8,0.05,8.942,9.256499999999999,none,0,1,0,8.896,8.881499999999999,none,4.75,5.25,6.75,1,9,0,0,1,0
869,22.11.2016,01:26,32,14,6,5.25,6,15.2,8.2,25.4,0,0,0.25,0.75,0,9.7,8.7855,none,0,1,0,11.774,10.0395,almost,4.75,5,6,4,9,0,0,1,0
870,22.11.2016,14:47,32,15,5,4.5,6.25,4.75,7.25,38.75,0,0,0.5,0.5,0,8.786,9.4605,none,0,1,0,9.804,10.0185,none,5.25,4.75,6.25,0,2,0,0,1,1
871,24.11.2016,01:32,32,16,5,4.75,7.5,15.25,9.5,2.5,0,0,0.3,0.7,0,7.74,10.0845,none,0,1,0,9.126,11.955,almost,4.5,4.75,7.5,0,9.5,0,0,1,0
872,24.11.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,26.11.2016,01:04,32,17,5,5,7.25,15.1,NA,2,0,0,0.4,0.6,0,11.298,9.9945,at least one,0,1,0,11.956,10.4385,none,4.5,4.75,7.25,4,9.1,0,0,1,1
874,27.11.2016,00:34,32,18,5,4.5,6,14,8.25,1,30,0.05,0.45,0.5,0,10.238,9.693,almost,0,1,0,10.57,9.558,none,4.5,4.5,6.75,0,6,0,0,1,1
875,28.11.2016,01:00,32,19,5,4.75,6.75,14.5,9,1.5,0,0.1,0.6,0.3,0,8.612,9.9735,almost,0,1,0,10.258,8.892,none,4.5,4.5,7.75,0,8.5,0,0,1,1
876,29.11.2016,00:45,32,20,4.5,4.5,7.25,14.25,6.9,NA,30,0.05,0.5,0.45,0,9.624,9.0915,none,1,0,0,11.722,10.8045,none,4.75,4.5,6,1,NA,0,0,1,0
877,29.11.2016,19:38,32,21,4.75,4.75,6.25,8.6,9,3.6,0,0,0.65,0.35,0,10.326,9.5625,almost,0,1,0,9.856,9.874500000000001,none,4.75,4.5,7.25,0,2.6,0,0,1,0
878,30.11.2016,17:09,32,22,4.75,4.5,6.25,7.7,8.5,NA,23,0.1,0.7,0.1,0.1,7.488,9.3615,at least one,0,1,0,9.528,12.2175,none,4.75,4.75,6.5,0,4,0,0,1,0
879,1.12.2016,19:15,32,23,5.5,5,7.5,8,5.25,3.5,0,0,0.2,0.6,0.2,8.968,8.418000000000001,none,1,0,0,8.1,9.202499999999999,none,5.5,4.75,6.5,4,3.5,0,1,1,0
880,2.12.2016,21:34,32,24,5.75,4.75,6.5,11.6,7.8,3.6,0,0,0.2,0.8,0,8.82,8.5815,none,0,0,1,7.724,8.9955,none,5.25,4.5,7,4,3.6,1,0,1,0
881,3.12.2016,NA,NA,NA,NA,NA,NA,NA,7.5,NA,295,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,4.12.2016,16:19,32,25,5.25,4.75,5.75,4.8,8.5,2.9,0,0,0.45,0.55,0,9.824,9.2175,none,0,1,0,9.52,9.1425,none,5,4.75,6.5,2,2.9,0,0,1,0
883,5.12.2016,19:08,32,26,5,5.25,5.5,9,7.9,3.5,0,0,0.3,0.6,0.1,8.73,11.6535,almost,1,0,0,8.24,9.6555,none,5.25,4.75,6.5,4,5.25,0,0,1,0
884,7.12.2016,01:07,32,27,4.75,4.5,6.5,16.8,8.2,1,0,0,0.2,0.8,0,10.028,8.6745,almost,0,1,0,10.544,10.836,none,5.5,4.5,7,1,10,0,0,1,0
885,7.12.2016,22:11,32,28,5.25,4.75,6.25,11.7,8,NA,0,0,0.4,0.6,0,8.936,8.0745,none,1,0,0,8.696,10.0335,almost,5.25,4.75,6.75,0,5,1,0,1,0
886,8.12.2016,12:55,32,29,4.75,4.5,5.75,2.9,8.25,36.9,0,0.1,0.6,0.3,0,9.82,9.808499999999999,none,0,1,0,9.7,10.4505,none,4.75,4.25,6.25,0,20,0,0,1,0
887,9.12.2016,14:05,32,30,5.75,5.25,4.75,4.7,8.7,62,0,0.1,0.4,0.4,0.1,9.916,9.206999999999999,almost,1,0,0,8.842,10.480500000000001,none,5,5.25,5.75,0,1.8,0,0,1,0
888,10.12.2016,15:21,33,1,5.25,4.75,4.75,4.8,9.2,87.3,0,0.05,0.3,0.6,0.05,8.02,10.7355,none,0,1,0,9.718,9.7185,none,5.5,4.75,6.25,0,23,0,0,1,1
889,11.12.2016,16:00,33,2,4.75,4.5,6.25,5.25,7.8,1.25,0,0.05,0.45,0.5,0,10.322,10.0635,none,1,0,0,10.932,9.8535,none,5.25,4.75,6.25,3,4,0,0,1,0
890,12.12.2016,NA,NA,NA,NA,NA,NA,NA,7.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA
891,13.12.2016,16:02,33,3,5.25,4.75,7,5.25,8.25,14,0,0,0.3,0.6,0.1,8.268,9.0165,none,0,1,0,7.794,8.6565,none,5.5,4.75,5.5,3,16,1,0,1,1
892,14.12.2016,22:53,33,4,5,4.5,6.25,13.1,7.75,0.2,0,0,0.2,0.8,0,8.164,8.275500000000001,none,0,1,0,10.122,9.536999999999999,none,4.5,4.5,7,4,8.5,0,0,1,1
